created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Jul 09 18:18:59 +0000 2023;1678106489104531456;"💛 Selamat dan Sukses 💛  *Pendanaan Program Peningkatan UKS TERKASIH (Terbaik, Kreatif, dan Bersih) dalam Peningkatan Kesehatan dan Kemandirian Anak Retardasi Mental di SLB Kurnia Asih Ngoro*  #kemendikbudristek #2023 #stikespemkabjombang #stikespemkab #espeje #siswajombang https://t.co/43bPCt9pxs";0;0;0;1;in;1438045157396385793;1678106489104531456;stikespemkabjbg;https://twitter.com/stikespemkabjbg/status/1678106489104531456
Sun Jul 09 13:30:21 +0000 2023;1678033851434807296;"Saat-saat ketir dalam hidup. Saat aku tenggelam dalam kesedihan dan berlarut-larut dalam keterpurukan. Terguncang kesehatan mental yang diujung tanduk. Self care, self help !! Tolonglah dirimu sendiri. Berani , kuat ... 🤍🤍🤍 https://t.co/kEbF4kYYg6";0;0;0;0;in;1635168584;1678033851434807296;Sityrodiah28;https://twitter.com/Sityrodiah28/status/1678033851434807296
Sun Jul 09 05:17:35 +0000 2023;1677909842676072450;"Betul. Gue pernah kok ngerasain kaya mereka. Mungkin rasanya emang capek tapi emang bangga banget tau sama diri sendiri tuhhh. Yg penting pinter pinter jaga kesehatan dan mental aja";0;0;0;0;in;2365084326;1677909842676072450;gongongline;https://twitter.com/gongongline/status/1677909842676072450
Sat Jul 08 23:29:58 +0000 2023;1677822364602736640;"kalo mereka berani sama orang luar (penggemar) bukankah hal ini bisa terjadi kapada idola makanya ada yang sampe Hiatus karena kesehatan mental terganggu dan ada yg bahkan bundir ? Hanya Tuhan yang tahu,tapi semoga kita dilindungi dari orang2 nafsuan kayak gitu.";0;0;0;0;in;959594161643991040;1677822364602736640;TR120807;https://twitter.com/TR120807/status/1677822364602736640
Sat Jul 08 02:17:16 +0000 2023;1677502076551860224;"Kerja di lingkungan yg toxic gabaik buat kesehatan mental dan fisik saya 🥲";0;0;0;0;in;622512890;1677502076551860224;antangincair;https://twitter.com/antangincair/status/1677502076551860224
Fri Jul 07 13:47:21 +0000 2023;1677313356854702082;"Layanan Hipnoterapi Makassar , pusat layanan kesehatan mental di Sulawesi Selatan khususnya di Makassar.  Merupakan salah satu hipnoterapi makassar terdekat.  Terkait biaya hipnoterapi di makassar masih sangat terkangkau.  Kontak kami https://t.co/R16G6gm3BA https://t.co/SsJpr4cSYG";0;0;0;0;in;1311908303878856704;1677313356854702082;rumah_hipno;https://twitter.com/rumah_hipno/status/1677313356854702082
Thu Jul 06 17:21:18 +0000 2023;1677004809101279232;"Situasi kerja udah bikin overload.. musim2 liburan sekolah yg ada bikin beban, apalagi klo kesehatan fisik &amp  mental ga hati-hati dijaga. 🥲🥲🥲";0;0;0;0;in;1572404572731346949;1677004809101279232;ai_en_vi_yu;https://twitter.com/ai_en_vi_yu/status/1677004809101279232
Wed Jul 05 09:45:41 +0000 2023;1676527763166212096;"Alhamdulillah sudah 2 bulan unistall ig, kesehatan mental makin tidak jelas 😵‍💫";0;0;0;0;in;397796697;1676527763166212096;on_dutyyy;https://twitter.com/on_dutyyy/status/1676527763166212096
Wed Jul 05 07:25:15 +0000 2023;1676492418810810368;"Lebih mencintai kesehatan mental sendiri daripada mencintai pekerjaan di kantor.";0;0;0;1;in;374807366;1676492418810810368;ouroborosOB;https://twitter.com/ouroborosOB/status/1676492418810810368
Tue Jul 04 02:18:52 +0000 2023;1676052928401141760;"Sehat² untuk kalian yang tengah berjuang melawan kecemasan dan apapun itu demi kesehatan mental.  Kalian hebat ✨";0;0;0;1;in;871769187437469702;1676052928401141760;senja_callme;https://twitter.com/senja_callme/status/1676052928401141760
Mon Jul 03 09:07:14 +0000 2023;1675793309829320706;"Demi kesehatan mental 🤣";0;0;0;0;in;134729019;1675793309829320706;Flanqa;https://twitter.com/Flanqa/status/1675793309829320706
Mon Jul 03 08:51:52 +0000 2023;1675789444392296448;"Di tiktok emang ada apasih dari malem? Sumpah gapunya tiktok wkwkwk.  Tiap nanya ke orang, jawabnya, "Gausah tau kak, lebih baik utk kesehatan mental dan janin kakak." WKWKWKWK tapi makin kepo, tapi gatau apa apa, yaudah gitu aja dari baheula 😁";0;0;0;0;in;1658030598655717377;1675789444392296448;malshitthings;https://twitter.com/malshitthings/status/1675789444392296448
Sun Jul 02 05:26:36 +0000 2023;1675375398878851073;"Cuma mau bilang makasih buat Tuhan, karena sampai saat ini gw masih dikasih kesehatan fisik dan mental yg waras buat menghadapi semuanya. Semoga ke depannya ga ada kerikil bahkan batu besar penghalang buat masa depan gw.";0;1;0;0;in;1233683073490767873;1675375398878851073;NDJ2412;https://twitter.com/NDJ2412/status/1675375398878851073
Sat Jul 01 21:48:14 +0000 2023;1675260045221838848;"melindungi anak dari bullying adalah penting untuk memastikan kesejahteraan dan keamanan mereka. Bullying dapat memiliki dampak jangka panjang pada anak, termasuk masalah emosional, penurunan percaya diri, masalah kesehatan mental, dan penurunan akademik. https://t.co/EjzerGav5R";0;0;0;0;in;1552033368;1675260045221838848;alhermks;https://twitter.com/alhermks/status/1675260045221838848
Sat Jul 01 13:22:33 +0000 2023;1675132785445707777;"@kegblgnunfaedh Jangan meremehkan Kesehatan Mental anak² bagi orang dewasa masalah seperti itu mungkin hal kecil, tapi bagi anak² itu berdampak besar dikemudian hari, Ibarat "Api kecil Membakar Hutan" kalau ga dipadamkan akan menyebar.";0;0;0;0;in;1256611949854380033;1675057837356244992;RbntSnn;https://twitter.com/RbntSnn/status/1675132785445707777
Sat Jul 01 04:26:45 +0000 2023;1674997948873322496;"Manusia2 yg kaya gitu, memang lebih baik untuk dijauhi sih haha. Demi kesehatan mental diri kita sendiri. Karena cukup capek ya menghadapi manusia dengan energi negatif dari yg dia punya";0;0;0;0;in;1661377630308843521;1674997948873322496;ndvslsa;https://twitter.com/ndvslsa/status/1674997948873322496
Thu Jun 29 17:10:14 +0000 2023;1674465307442937858;"Kenyataannya, semua orang itu palsu. Karna yang tulus menyayangi kita hanya diri kita sendiri, yang mengerti kesehatan mental kita itu cuma kita sendiri, bahkan orang terdekat adalah pemicu rasa sakit yang ada.🌻";0;0;0;1;in;1196474085775069184;1674465307442937858;Ultramilkkyoo09;https://twitter.com/Ultramilkkyoo09/status/1674465307442937858
Thu Jun 29 00:07:04 +0000 2023;1674207819854393346;"#UGM Gelar Pelatihan Penanganan Kesehatan Mental: #UGM melalui Direktorat Sumber Daya Manusia menyelenggarakan pelatihan Peningkatan Kapasitas Pusat Keamanan, Keselamatan, Kesehatan Kerja dan Lingkungan (PK4L) dalam penanganan kesehatan mental.  … https://t.co/MmtrZfU9G8 https://t.co/JKoJpU5oPj";0;0;0;2;in;151261945;1674207819854393346;UGMYogyakarta;https://twitter.com/UGMYogyakarta/status/1674207819854393346
Wed Jun 28 01:40:03 +0000 2023;1673868834590298112;"Semua punya jalan, masa, proses, dan rezekinya masing-masing. Tidak perlu mencari validasi dan kata bangga dari orang lain. Yang terpenting dirimu sendiri beserta rasa syukurnya, kesehatan mental, dan batinnya.";0;0;0;0;in;511508936;1673868834590298112;milodinoenaklho;https://twitter.com/milodinoenaklho/status/1673868834590298112
Mon Jun 26 11:53:45 +0000 2023;1673298498442362881;"Sosmed sedang tidak baik gasan kesehatan mental ku";0;0;0;0;in;911513214;1673298498442362881;indra__firdaus;https://twitter.com/indra__firdaus/status/1673298498442362881
Mon Jun 26 04:59:05 +0000 2023;1673194146306363393;"Suka banget pembahasan mengenai keluarga, anak-anak, mental, sudut pandang, kesehatan, perubahan emosi seseorang. 😀🥰";0;0;0;2;in;1344119798;1673194146306363393;pengamatcilik;https://twitter.com/pengamatcilik/status/1673194146306363393
Sun Jun 25 11:46:10 +0000 2023;1672934204831825920;"Dari mental lalu ke hati lalu ke pikiran kemudian ini ngaruh ke kondisi kesehatan, yaallah";0;0;0;0;in;1255074992066183168;1672934204831825920;elmahmud__;https://twitter.com/elmahmud__/status/1672934204831825920
Sun Jun 25 07:23:21 +0000 2023;1672868063337914369;"mbak mbak yg blm nikah, blm punya anak, ga akan tau gmn pentingnya kesehatan mental seorang ibu, jadi please jangan kebanyakan koar   emak2 baby blues ngebunuh anaknya aja, bisa jadi bukan salah dia lho  sampe sini nangkep ga?  kalo engga, berarti emang blm waktunya koar2 ya mbak";0;0;0;0;in;223474204;1672868063337914369;babyyycattt;https://twitter.com/babyyycattt/status/1672868063337914369
Fri Jun 23 12:38:13 +0000 2023;1672222526070738946;"@disyarinda Kesehatan mental &amp  pasangan";0;0;0;0;in;1580455734600687616;1672220707005292547;mamiicaaa;https://twitter.com/mamiicaaa/status/1672222526070738946
Fri Jun 23 08:50:53 +0000 2023;1672165317479657472;"Prioritasku  kesehatan mental";0;0;0;0;in;1117749911733161985;1672165317479657472;zahrahelwahh;https://twitter.com/zahrahelwahh/status/1672165317479657472
Thu Jun 22 14:42:57 +0000 2023;1671891529626157060;"@indahsuryani @jangkriklur @fsapradana @YOHOYOLOYOLO setau aku kalo aritmia bisa sembuh, tapi bener2 harus jaga kondisi mental bgt, jaga emosi (penting bgt), jaga makan, intinya hidup sehat, positive vibes hehe karena semua itu ngaruh bgt sih ka ke kesehatan fisik kita";0;0;0;0;in;223474204;1668234684642525188;babyyycattt;https://twitter.com/babyyycattt/status/1671891529626157060
Thu Jun 22 14:42:42 +0000 2023;1671891466162167812;"Kataku mh ga bagus cewe teriak2 suara di gede2in norak si gda attitude, kl sekiranya dia ditegor gamau kita yg pindah aja.. gausah dibikin repot org kyk gt ga trima salah malah nyindir drpd kuping panas gedeg mending mikirin kesehatan mental😂seng waras lungo";0;0;0;0;in;1248430262;1671891466162167812;Zintia_NMaya;https://twitter.com/Zintia_NMaya/status/1671891466162167812
Wed Jun 21 00:25:37 +0000 2023;1671313384917323778;"@radenrauf yg lg ku utamakan adalah kesehatan mental ku , lalu anakku yg sedang di kandugan.";0;0;0;0;in;150231944;1671060775245594625;novws_;https://twitter.com/novws_/status/1671313384917323778
Sun Jun 18 06:39:37 +0000 2023;1670320344824184832;"@Chan_dor49 Beberapa hari lalu ke puskesmas. Mendorong optimalisasi sejawat nakes bidang kesehatan mental.";0;1;0;0;in;1052703629528854530;1662876487127814144;dr_koko28;https://twitter.com/dr_koko28/status/1670320344824184832
Sat Jun 17 17:52:49 +0000 2023;1670127370173554688;"@whensaid___ Pentingnya kesehatan mental";0;0;0;0;in;1598425801;1669565384037650432;Mihor_77;https://twitter.com/Mihor_77/status/1670127370173554688
Sat Jun 17 05:54:22 +0000 2023;1669946566113910785;"Bisa bikin kita makin benci ke diri sendiri, yg ujung2nya bs mempengaruhi kesehatan mental kita. Be happy. Kita juga manusia biasa yg tdk pernah meminta terlahir begini. Kita jg tidak sakit. Love yourself ya ❤️❤️";0;2;1;11;in;2764973186;1669946555208720384;DedySoelistijan;https://twitter.com/DedySoelistijan/status/1669946566113910785
Sat Jun 17 04:38:53 +0000 2023;1669927572325683202;"ICEO HIPNOTERAPI BATAM 085792217947 Kecanduan video game adalah gangguan kesehatan mental yang memengaruhi jutaan orang di seluruh dunia. Meskipun jutaan orang tertarik bermain video game, kebanyakan orang tidak kecanduan game—WHO melaporkan bahwa 3% hingga 4% populasi https://t.co/ta5CU4Sun2";0;0;0;0;in;1669279252649476097;1669927572325683202;IHipnoterapi;https://twitter.com/IHipnoterapi/status/1669927572325683202
Fri Jun 16 04:35:44 +0000 2023;1669564389891149824;"Untuk menikmati cahaya kesehatan yang baik, kamu harus berolahraga, " BEROLAHRAGALAH DENGAN BENAR MENGOPTIMALKAN KESEHATAN FISIK DAN MENGUATKAN MENTAL."  GIAT OLAHRAGA PAGI PERSONEL POLRES ROHIL https://t.co/dmuVnx0Ptr";0;0;0;3;in;1658790711737880578;1669564389891149824;bag_sdm42289;https://twitter.com/bag_sdm42289/status/1669564389891149824
Thu Jun 15 22:32:28 +0000 2023;1669472970069409797;"Berbagai Manfaat Donor Darah untuk Kesehatan 1. Menjaga kesehatan jantung dan sirkulasi darah 2. Mengurangi jumlah kolesterol jahat 3. Meningkatkan produksi sel darah merah 4. Membantu mendeteksi dini penyakit tertentu 5. Menjaga kesehatan mental #kaspkt #spkt #polisitangguh https://t.co/3NOMrcsgTD";0;0;0;1;in;1542121927606644737;1669472970069409797;kwbpolice;https://twitter.com/kwbpolice/status/1669472970069409797
Thu Jun 15 11:04:25 +0000 2023;1669299817712066561;"@oktvne kesehatan mental lebih penting ya";0;1;0;0;in;797619252;1669297647482716163;vandy_46;https://twitter.com/vandy_46/status/1669299817712066561
Thu Jun 15 07:05:22 +0000 2023;1669239660126797825;"Sampe ku belain blokir demi kesehatan mental heuheuheu";0;0;0;0;in;235774710;1669239660126797825;Darasantosa;https://twitter.com/Darasantosa/status/1669239660126797825
Thu Jun 15 04:39:54 +0000 2023;1669203052413489152;"Penyuluhan Tim PKRS RSI Ibnu Sina Simpang Empat di SMA AL ISTIQOMAH Pasaman Barat.   Jum'at, 26 Mei 2023 Pukul 09.00 Wib s.d selesai  Narasumber: dr. Muthi'ah Rahmadani Agus Tema: Bahaya Penyimpangan &amp  Kenakalan Remaja Bayi Kesehatan Fisik &amp  Mental.   https://t.co/TslvuWIVnJ";0;0;0;0;in;1566758166897229825;1669203052413489152;IbnusinaSimpIV;https://twitter.com/IbnusinaSimpIV/status/1669203052413489152
Tue Jun 13 14:56:51 +0000 2023;1668633537636089857;"Semoga kita selalu diberi kesehatan, fisik maupun mental yang kuat";0;0;0;0;in;1138546628;1668633537636089857;bynugroho_;https://twitter.com/bynugroho_/status/1668633537636089857
Mon Jun 12 12:32:42 +0000 2023;1668234870156578816;"Belakangan ini baru kerasa banget klau hariku lagi berat tp gkpapa namanya juga istri dan ibu . Sometimes perlu rehat sejenak dengan rumah yg berantakan . Ga boleh trlalu memaksa buat multitasking atau harus sempurna semua . Kesehatan mental NO 1";0;0;0;0;in;574968259;1668234870156578816;hatayasamantha;https://twitter.com/hatayasamantha/status/1668234870156578816
Mon Jun 12 04:20:22 +0000 2023;1668110971464986627;"Mikirin kesehatan mental itu, sebelum apa sesudah punya duit?   Lha kalo belum sukses gimana? Mental baja? Giliran sukses, sadar kesehatan mental? Perasaan sebelum punya duit hidup lebih santai..";0;1;0;3;in;36321448;1668110971464986627;fajarnugros;https://twitter.com/fajarnugros/status/1668110971464986627
Sun Jun 11 05:29:53 +0000 2023;1667766077370302465;"Duit e ra sepiro le kelangan ra kiro"! Dinggo pelajaran sing neng dhuwur kono ben iso mikir urip kui yo ra kabeh" duit kesehatan awak karo mental ki yo perlu!! 👎";0;0;0;0;in;819941047308414976;1667766077370302465;SidiqPradityaa;https://twitter.com/SidiqPradityaa/status/1667766077370302465
Fri Jun 09 12:57:43 +0000 2023;1667154005959774209;"Tak pikir2 ya. Ada ngga ya yang mendampingi kesehatan mental supir-supir truk tronton? Mereka itu terjebak macet berjam-jam, setiap hari. Kagak ngomel di sosmed kalo macet etc..";355;350;1131;7583;in;36321448;1667154005959774209;fajarnugros;https://twitter.com/fajarnugros/status/1667154005959774209
Wed Jun 07 11:17:32 +0000 2023;1666404014567862273;"@ikhwannurrizal @239billion @sephiaazzahran definisi mapan tiap orang beda2, tp ada batas minimum yg harus dipenuhi dulu sebelom menikah apalagi produksi anak. Aspek nya ns keuangan, mental, agama, pengalaman prkbadi, kesehatan dr luka2 jiwa, sexualitas, dll. Jika hidup sendiri aja masih sulit, jgn ngajak org lain susah";0;1;0;1;in;198751955;1666076558774398976;lordkara88;https://twitter.com/lordkara88/status/1666404014567862273
Tue Jun 06 16:20:13 +0000 2023;1666117801021685762;"memperingati hari lanjut usia dinas sosial bekerjasama dg dinas kesehatan, melakukan kegiatan skrining kesehatan pemeriksaan gula darah, kolestrol, indek masa tubuh, gejala depresi, status kognitif Abbreviated Mental Test , penilaian Activity Of Daily Living.  @DinsosDKI1 https://t.co/sehlfMzsrS";0;0;0;1;in;3014068801;1666117801021685762;pstwbm2;https://twitter.com/pstwbm2/status/1666117801021685762
Tue Jun 06 01:45:17 +0000 2023;1665897617384157184;"@bercakap_id Mental dn kesehatan perbaiki bkn dari drama org laen… perbaiki hbgn dgn Tuhan klo mo mental baek” saja!!";0;0;0;0;in;1349279088326840323;1665854081754169351;AnakBatakMelayu;https://twitter.com/AnakBatakMelayu/status/1665897617384157184
Mon Jun 05 05:53:50 +0000 2023;1665597779073470464;"@AndyHuskyyy @acta_non_verba8 Dont forget to mention liburan utk menjaga kesehatan mental, biar ga cepat tua. https://t.co/VGzu0cYMDw";0;0;0;2;in;97921428;1665223517242273792;deydeychristina;https://twitter.com/deydeychristina/status/1665597779073470464
Mon Jun 05 03:00:21 +0000 2023;1665554120030257153;"Peneliti Senior kami, Prof. Siswanto Agus Wilopo, selaku Principal Investigator I-NAMHS memberikan pandangannya mengenai bonus demografi dan kesehatan mental remaja di Indonesia di liputan Majalah @MajalahGATRA edisi kesehatan mental bulan lalu. https://t.co/l75iukSUF4";0;0;4;8;in;1297384293086294016;1665554120030257153;ReproHealth_UGM;https://twitter.com/ReproHealth_UGM/status/1665554120030257153
Sun Jun 04 14:27:42 +0000 2023;1665364710286323713;"Gimana rasanya lu harus melalui hari demi hari untuk datang ke tempat kerja yang membuat lu anxiety sejadi-jadinya, tapi tetap dijalani karena demi keluarga..  Walo kerja di dunia kesehatan dan menggaungkan mental health, tapi gw merasa makin kesini makin ga sehat, fisik &amp  mind";0;0;0;0;in;106701042;1665364710286323713;DizanDirabila;https://twitter.com/DizanDirabila/status/1665364710286323713
Sun Jun 04 12:04:55 +0000 2023;1665328779340685313;"kenapa kebanyakan menantu memilih menjauh dari keluarga suami????  Agar tetap waras dan kesehatan mental tetap terjaga";0;0;0;0;in;1183247967098003461;1665328779340685313;utin_yeni;https://twitter.com/utin_yeni/status/1665328779340685313
Sun Jun 04 01:02:48 +0000 2023;1665162149315092480;"Terlalu lama di lingkungan yang negatif berpengaruh juga dengan kesehatan mental &amp  fisik.";0;0;0;0;in;843707282;1665162149315092480;muhammad_rida14;https://twitter.com/muhammad_rida14/status/1665162149315092480
Sat Jun 03 06:21:52 +0000 2023;1664880056102010880;"Terimakasih banyak untuk kesempatan nya menjadi  Campaigner dalam kegiatan Social Connect bersama @kimiafarma.labklinik dan @socialconnect.id Semoga dengan ini kami sebagai alumni Campaigner bisa memberi dan membantu teman teman yang mengalami kesehatan terutama mental.  #viral https://t.co/VBD5saDngh";0;0;0;1;in;1372894762135478274;1664880056102010880;budi_imaculata;https://twitter.com/budi_imaculata/status/1664880056102010880
Fri Jun 02 13:46:34 +0000 2023;1664629584057487360;"Kebanyakan kerjaan cukup melelahkan juga ya, apalagi kalau lingkungannya kurang baik. Lama-lama bisa berpengaruh ke kesehatan fisik dan mental. 😣";0;0;0;0;in;843707282;1664629584057487360;muhammad_rida14;https://twitter.com/muhammad_rida14/status/1664629584057487360
Fri Jun 02 12:51:05 +0000 2023;1664615620548395009;"Kesehatan mental itu number one Orang yang berakal belum tentu bisa memanusiakan manusia";0;0;0;0;in;1304951240221097984;1664615620548395009;AmeliaSeptiya14;https://twitter.com/AmeliaSeptiya14/status/1664615620548395009
Fri Jun 02 11:26:34 +0000 2023;1664594349517312005;"Melalui perjalanan hidup yang luar biasa keras, memahami betul apa arti kehidupan di usia dewasa, hingga diberi cobaan di masa putih abu" yg benar benar luar biasa menguras kesehatan mental, dan sampai akhirnya dengan menguatkan diri sendiri untuk kuat dan terus bertumbuh";0;1;0;0;in;1609359120867659777;1664594347608928257;moita_prayogi;https://twitter.com/moita_prayogi/status/1664594349517312005
Fri Jun 02 03:12:56 +0000 2023;1664470123967836160;"ngebahas kesehatan mental di cut bucin, kan aneh? pembullyan apakah ttg bucin?";0;0;0;0;in;3367034960;1664470123967836160;autowoonie27;https://twitter.com/autowoonie27/status/1664470123967836160
Tue May 30 16:39:29 +0000 2023;1663585934741471235;"Demi kesehatan mental dan demi kestabilan emosi yekan, akun pengadu domba kayak gini bagusnya di block aja.  Ngenes kan ya, tiap cuitan dia ngelewat bawaan kita pengen ngeludahin handphone mulu. https://t.co/UB5wHJeGO4";0;1;0;2;in;877800598191484928;1663585934741471235;ntoniusn;https://twitter.com/ntoniusn/status/1663585934741471235
Mon May 29 13:39:06 +0000 2023;1663178150715727874;"Ndak usah ngoyo, santai saja, ngapain dikejar, rejeki ndak kemana, kalimat ringan tapi nylekit, sedikit mencubit mental diri.  Sejatinya mengoptimalkan yg kita miliki berupa kesehatan, perbendaharaan pun pikiran adalah sebagai wujud rasa syukur dengan taat, harus diperjuangkan... https://t.co/70oMprfFyF";0;0;0;1;in;3286906266;1663178150715727874;edosiswiyono02;https://twitter.com/edosiswiyono02/status/1663178150715727874
Mon May 29 04:37:12 +0000 2023;1663041778650607616;"Halo kawan² Semoga harini kita d berikan kesehatan fisik dan juga kesehatan mental ya  #psikosomatis #testHIV #VCT #IMS #HIV #AIDS #PALEMBANG #OraQuick #SHM #OFT #ARV #ART #VIRALLOAD #CD4 #PrEP #CONDOMS #PUSKESMAS #RUMAHSAKIT #GRATIS #HealthAmbassador #fightforwhatcounts #🌈🌈🌈 https://t.co/NA8BBDveLX";0;0;0;0;in;346991687;1663041778650607616;TestHIVPlg;https://twitter.com/TestHIVPlg/status/1663041778650607616
Mon May 29 03:05:47 +0000 2023;1663018773950136321;"Kalo punya atasan tidak luwes begitu mending milih buat resign. Ya ga si. Kesehatan mental pikiran lebih penting.";0;0;0;0;in;807060024132390912;1663018773950136321;unaatull;https://twitter.com/unaatull/status/1663018773950136321
Sun May 28 01:12:41 +0000 2023;1662627923155877888;"pentingnya persiapan kesehatan mental dan badan sebelumnya melaksanakan ibadah haji   #masjidbaiturrahman https://t.co/ASVnFKcG2R";0;0;0;11;in;1277607757944729605;1662627923155877888;izzan_art;https://twitter.com/izzan_art/status/1662627923155877888
Sat May 27 05:03:28 +0000 2023;1662323611389300736;"Self care artinya meluangkan waktu untuk melakukan hal-hal yang membantu untuk hidup dengan baik dan meningkatkan kesehatan fisik dan mental kamu.   Berikut ini beberapa kegiatan yang bisa kamu lakukan.   #Cendekia8 #RumahCendekia8 #selfcare #selflove #selfawareness #mentalhealth https://t.co/xZwODp9oQY";0;0;0;2;in;1204249398382710786;1662323611389300736;CendekiaDelapan;https://twitter.com/CendekiaDelapan/status/1662323611389300736
Fri May 26 15:40:14 +0000 2023;1662121473526595588;"1st time melakukan konseling ke psikolog. Ga terasa 3 jam berlalu dalam sesi pertama ini. Semoga ini jadi langkah yg tepat untuk pemulihan dan kesehatan mental yg lebih baik. https://t.co/oZ92kMLOld";0;1;0;3;in;2896522124;1662121473526595588;ochachan_;https://twitter.com/ochachan_/status/1662121473526595588
Fri May 26 11:02:22 +0000 2023;1662051544425201664;"Kesehatan mental, spiritual dan finansial dlu bang";0;0;0;0;in;1101770049088479232;1662051544425201664;fatih_annisa;https://twitter.com/fatih_annisa/status/1662051544425201664
Thu May 25 05:48:37 +0000 2023;1661610199759863808;"Memperingati Pekan Kesadaran Kesehatan Mental 15-21 Mei 2023.  Sumber: @FIAFORMULAE  #FORMULAE #ABBFORMULAE #JAKARTAEPRIX #INDONESIANGP #MENTALHEALTHAWARENESSWEEK #JKT48 #JKT48NEWERA #CHANGEACCELERATED https://t.co/5AwRhfoDvZ";0;0;0;0;in;2519992608;1661610199759863808;rizaktirahma13;https://twitter.com/rizaktirahma13/status/1661610199759863808
Thu May 25 03:55:12 +0000 2023;1661581655658885121;"Dalam rangka memperingati bulan kesadaran BPD (Borderline Personality Disorder - Gangguan Kepribadian Ambang) atau BPD Awareness Month di bulan Mei, BPCI selaku komunitas kesehatan mental yang mewadahi orang dengan BPD maupun yang comorbid dengannya dan juga caregiver. https://t.co/WnVCVjdSFB";0;0;0;0;in;1480384577482883073;1661581655658885121;BPDCareInd;https://twitter.com/BPDCareInd/status/1661581655658885121
Wed May 24 06:54:51 +0000 2023;1661264479538266113;"Pemeriksaan kesehatan mental ?? https://t.co/bncQmW6MRc";0;2;0;13;in;96246301;1661264479538266113;slvrsulfadiazin;https://twitter.com/slvrsulfadiazin/status/1661264479538266113
Wed May 24 02:31:15 +0000 2023;1661198144317820929;"Semoga Kesehatan Mental Kita terus Sehat setiap waktu !https://t.co/FoynDBpl4I";0;0;0;0;in;1484091259824517122;1661198144317820929;AsepRohmandar5;https://twitter.com/AsepRohmandar5/status/1661198144317820929
Tue May 23 12:32:04 +0000 2023;1660986955432357888;"Tidur 7-8 jam sehari adalah cara terbaik menjaga kesehatan fisik dan mental";0;0;0;0;in;90138437;1660986955432357888;ardie_nurdin;https://twitter.com/ardie_nurdin/status/1660986955432357888
Mon May 22 14:04:12 +0000 2023;1660647754731847680;"Save the date❗️ 📆 Minggu, 28 Mei 2023 ⏰ 09.00 - Selesai 📍Zoom Meeting 📱Link Pendaftaran: https://t.co/IThckwOO4m  #webinar #mentalhealth #HADAPI #layanankesehatanmental #kesehatanmental #psikologi #isupsikologi #psychology https://t.co/AJreWqg3T8";0;0;0;0;in;1464648045820325895;1660647754731847680;alislamay10;https://twitter.com/alislamay10/status/1660647754731847680
Sat May 20 01:12:45 +0000 2023;1659728837100601344;"Dalam memperingati bulan kesadaran publik BPD atau BPD Awareness Month yang jatuh pada Mei tahun ini, BPCI selaku komunitas kesehatan mental yang mewadahi orang dengan BPD maupun yang comorbid dengannya dan juga caregiver orang dengan BPD, akan mengadakan sebuah event webinar . https://t.co/Zl6jrA3UZg";0;0;0;0;in;1480384577482883073;1659728837100601344;BPDCareInd;https://twitter.com/BPDCareInd/status/1659728837100601344
Thu May 18 04:58:34 +0000 2023;1659060889520340992;"Hidup medioker is the new dream life. Percayalah, hidup above average (apapun sebutannya) membutuhkan pengorbanan waktu, energi dan kesehatan (fisik dan mental) yg enggak worthy. Been there done that.";0;0;5;3;in;70895519;1659060889520340992;tomspice;https://twitter.com/tomspice/status/1659060889520340992
Wed May 17 14:06:06 +0000 2023;1658836293676089347;"Harusnya malam ini udah dalam perjalanan mudik. Apa daya, pimpinan suka suka bikin program dadakan. Demi menjaga nama baik pimpinan, mari korbankan kesehatan mental 🔥";0;1;0;0;in;82470998;1658836293676089347;Junoari;https://twitter.com/Junoari/status/1658836293676089347
Wed May 17 09:02:48 +0000 2023;1658759962812895232;"Konon, melakukan daily activities secara teratur adalah salah satu kunci menjaga kesehatan mental.   Waktunya tidur, tidur.  Waktunya bangun, bangun. Waktunya makan, makan. Waktunya kerja, kerja. Bukan malah main gadget terusan.   Masuk akal, sih.";0;2;0;3;in;1343967642;1658759962812895232;choo_lis;https://twitter.com/choo_lis/status/1658759962812895232
Tue May 16 07:46:48 +0000 2023;1658378450535862272;"mulai sekarang kamu harus lebih berusaha untuk gak ngemis-ngemis lagi soal pertemanan dari siapapun, gak lagi berkorban berlebihan, ngasih perhatian secukupnya, ngebantu seperlunya, karena kesehatan mental kamu jauh lebih penting dari itu. https://t.co/oQW07Fi6Uw";0;0;0;0;in;1244491829011046406;1658378450535862272;gorengadattt;https://twitter.com/gorengadattt/status/1658378450535862272
Mon May 15 09:03:03 +0000 2023;1658035250566660102;"Apa Itu FOPO dan Dampaknya Bagi Kesehatan Mental Menurut Psikolog #UGM? https://t.co/f8DvCiIUmS https://t.co/R69sIPkrNO";0;0;0;4;in;151261945;1658035250566660102;UGMYogyakarta;https://twitter.com/UGMYogyakarta/status/1658035250566660102
Mon May 15 08:13:31 +0000 2023;1658022788358361088;"App yang penting banget bagi kesehatan mental https://t.co/TQ7FMTPcJh";0;0;0;0;in;1352413356234219521;1658022788358361088;jaybsomofume;https://twitter.com/jaybsomofume/status/1658022788358361088
